results_id,results_subject,results_trial,results_reply_filename,results_time,trials_id,trials_project,trials_snr,trials_lang,trials_level_number,trials_trial_number,trials_filename,trials_answer,trials_active,user_id,user_name,user_ip,user_time,user_info_id,user_info_key,user_info_value,user_info_time,asr_id,asr_results,annotation_ref,annotation_matches,asr_words,asr_matches,asr_times,audiology_asr_matches
1,1,881,sin_1_881_de6d2b7f-de00-4ea9-b892-f52fbe84956d,2025-05-07 21:59:51,881,quick,25,en,1,9,quicksin/List09Sentence01.wav,"TAKE,SHELTER,TENT,KEEP,STILL",1,1,test-malcolm-259pm-54a7942b-7e00-47e3-891e-c2a518ebacfe,64.38.187.243,2025-05-07 21:59:34,1,test-type,prepilot,2025-05-07 21:59:34,1,"{""text"": "" Take shelter in this tent but keep still."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 9.219999999999999, ""end"": 11.48, ""text"": "" Take shelter in this tent but keep still."", ""tokens"": [50365, 3664, 13341, 294, 341, 7054, 457, 1066, 920, 13, 50955], ""temperature"": 0.0, ""avg_logprob"": -0.4096487760543823, ""compression_ratio"": 0.8367346938775511, ""no_speech_prob"": 0.058159712702035904, ""words"": [{""word"": "" Take"", ""start"": 9.219999999999999, ""end"": 9.7, ""probability"": 0.69990473985672}, {""word"": "" shelter"", ""start"": 9.7, ""end"": 10.06, ""probability"": 0.9889821410179138}, {""word"": "" in"", ""start"": 10.06, ""end"": 10.3, ""probability"": 0.9961613416671753}, {""word"": "" this"", ""start"": 10.3, ""end"": 10.46, ""probability"": 0.9904161691665649}, {""word"": "" tent"", ""start"": 10.46, ""end"": 10.68, ""probability"": 0.9982859492301941}, {""word"": "" but"", ""start"": 10.68, ""end"": 10.96, ""probability"": 0.5053150057792664}, {""word"": "" keep"", ""start"": 10.96, ""end"": 11.18, ""probability"": 0.991866409778595}, {""word"": "" still."", ""start"": 11.18, ""end"": 11.48, ""probability"": 0.9979841709136963}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," Take, shelter, in, this, tent, but, keep, still.","True,True,True,True,True","9.219999999999999,9.7,10.46,10.96,11.18","True,True,True,True,True"
2,1,882,sin_1_882_06827073-3b79-4385-8d37-88192f177752,2025-05-07 22:00:10,882,quick,20,en,2,9,quicksin/List09Sentence02.wav,"LITTLE,TALES/TAILS,THEY,TELL,FALSE",1,1,test-malcolm-259pm-54a7942b-7e00-47e3-891e-c2a518ebacfe,64.38.187.243,2025-05-07 21:59:34,1,test-type,prepilot,2025-05-07 21:59:34,2,"{""text"": "" The little tales they tell are false."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 9.860000000000001, ""end"": 12.04, ""text"": "" The little tales they tell are false."", ""tokens"": [50365, 440, 707, 27254, 436, 980, 366, 7908, 13, 50985], ""temperature"": 0.0, ""avg_logprob"": -0.31433398073369806, ""compression_ratio"": 0.8222222222222222, ""no_speech_prob"": 0.02493475377559662, ""words"": [{""word"": "" The"", ""start"": 9.860000000000001, ""end"": 10.34, ""probability"": 0.8358824849128723}, {""word"": "" little"", ""start"": 10.34, ""end"": 10.56, ""probability"": 0.9843034744262695}, {""word"": "" tales"", ""start"": 10.56, ""end"": 10.96, ""probability"": 0.8985173106193542}, {""word"": "" they"", ""start"": 10.96, ""end"": 11.14, ""probability"": 0.9870239496231079}, {""word"": "" tell"", ""start"": 11.14, ""end"": 11.38, ""probability"": 0.9963571429252625}, {""word"": "" are"", ""start"": 11.38, ""end"": 11.62, ""probability"": 0.9870502948760986}, {""word"": "" false."", ""start"": 11.62, ""end"": 12.04, ""probability"": 0.9973272085189819}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," The, little, tales, they, tell, are, false.","True,True,True,True,True","10.34,10.56,10.96,11.14,11.62","True,True,True,True,True"
3,1,883,sin_1_883_9752209d-c8d1-4142-9fc7-a850a7ec8893,2025-05-07 22:00:27,883,quick,15,en,3,9,quicksin/List09Sentence03.wav,"PRESS,PEDAL/PETAL,WITH,LEFT,FOOT",1,1,test-malcolm-259pm-54a7942b-7e00-47e3-891e-c2a518ebacfe,64.38.187.243,2025-05-07 21:59:34,1,test-type,prepilot,2025-05-07 21:59:34,3,"{""text"": "" Press the pedal with your left foot."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 10.54, ""end"": 12.58, ""text"": "" Press the pedal with your left foot."", ""tokens"": [50365, 6776, 264, 19122, 365, 428, 1411, 2671, 13, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.37200789018110797, ""compression_ratio"": 0.8181818181818182, ""no_speech_prob"": 0.0567176416516304, ""words"": [{""word"": "" Press"", ""start"": 10.54, ""end"": 11.04, ""probability"": 0.8457396030426025}, {""word"": "" the"", ""start"": 11.04, ""end"": 11.28, ""probability"": 0.9876046180725098}, {""word"": "" pedal"", ""start"": 11.28, ""end"": 11.56, ""probability"": 0.9695424437522888}, {""word"": "" with"", ""start"": 11.56, ""end"": 11.76, ""probability"": 0.9951102137565613}, {""word"": "" your"", ""start"": 11.76, ""end"": 11.9, ""probability"": 0.9746531844139099}, {""word"": "" left"", ""start"": 11.9, ""end"": 12.16, ""probability"": 0.9973539113998413}, {""word"": "" foot."", ""start"": 12.16, ""end"": 12.58, ""probability"": 0.9987245202064514}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," Press, the, pedal, with, your, left, foot.","True,True,True,True,True","10.54,11.28,11.56,11.9,12.16","True,True,True,True,True"
4,1,884,sin_1_884_754404b0-b919-4eed-8522-2bba135e4940,2025-05-07 22:00:40,884,quick,10,en,4,9,quicksin/List09Sentence04.wav,"BLACK,TRUNK,FELL,FROM,LANDING",1,1,test-malcolm-259pm-54a7942b-7e00-47e3-891e-c2a518ebacfe,64.38.187.243,2025-05-07 21:59:34,1,test-type,prepilot,2025-05-07 21:59:34,4,"{""text"": "" The black trunk fell from the landing."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 7.039999999999998, ""end"": 9.3, ""text"": "" The black trunk fell from the landing."", ""tokens"": [50365, 440, 2211, 19849, 5696, 490, 264, 11202, 13, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.3770440708507191, ""compression_ratio"": 0.8444444444444444, ""no_speech_prob"": 0.11269159615039825, ""words"": [{""word"": "" The"", ""start"": 7.039999999999998, ""end"": 7.64, ""probability"": 0.8599507212638855}, {""word"": "" black"", ""start"": 7.64, ""end"": 7.94, ""probability"": 0.8517372012138367}, {""word"": "" trunk"", ""start"": 7.94, ""end"": 8.32, ""probability"": 0.9837974905967712}, {""word"": "" fell"", ""start"": 8.32, ""end"": 8.68, ""probability"": 0.9957001209259033}, {""word"": "" from"", ""start"": 8.68, ""end"": 8.86, ""probability"": 0.9933926463127136}, {""word"": "" the"", ""start"": 8.86, ""end"": 9.0, ""probability"": 0.9977003931999207}, {""word"": "" landing."", ""start"": 9.0, ""end"": 9.3, ""probability"": 0.9966256618499756}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," The, black, trunk, fell, from, the, landing.","True,True,True,True,True","7.64,7.94,8.32,8.68,9.0","True,True,True,True,True"
5,1,885,sin_1_885_4b94ee17-9230-4670-aaac-cb708aa520a3,2025-05-07 22:00:53,885,quick,5,en,5,9,quicksin/List09Sentence05.wav,"CHEAP,CLOTHES,FLASHY,DON'T/DONT,LAST",1,1,test-malcolm-259pm-54a7942b-7e00-47e3-891e-c2a518ebacfe,64.38.187.243,2025-05-07 21:59:34,1,test-type,prepilot,2025-05-07 21:59:34,5,"{""text"": "" Cheap clothes are flashy but don't last."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 6.799999999999999, ""end"": 8.96, ""text"": "" Cheap clothes are flashy but don't last."", ""tokens"": [50365, 3351, 569, 5534, 366, 47873, 457, 500, 380, 1036, 13, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.41031566032996547, ""compression_ratio"": 0.8695652173913043, ""no_speech_prob"": 0.23732765018939972, ""words"": [{""word"": "" Cheap"", ""start"": 6.799999999999999, ""end"": 7.32, ""probability"": 0.7934563755989075}, {""word"": "" clothes"", ""start"": 7.32, ""end"": 7.62, ""probability"": 0.9961865544319153}, {""word"": "" are"", ""start"": 7.62, ""end"": 7.82, ""probability"": 0.9862587451934814}, {""word"": "" flashy"", ""start"": 7.82, ""end"": 8.2, ""probability"": 0.9941670894622803}, {""word"": "" but"", ""start"": 8.2, ""end"": 8.44, ""probability"": 0.6710442900657654}, {""word"": "" don't"", ""start"": 8.44, ""end"": 8.7, ""probability"": 0.9781138300895691}, {""word"": "" last."", ""start"": 8.7, ""end"": 8.96, ""probability"": 0.9962660670280457}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," Cheap, clothes, are, flashy, but, don't, last.","True,True,True,True,True","nan,7.32,7.82,8.44,8.7","True,True,True,True,True"
6,1,886,sin_1_886_eda0ea07-8852-4c9c-aa44-da81f7d4a2ab,2025-05-07 22:01:13,886,quick,0,en,6,9,quicksin/List09Sentence06.wav,"NIGHT,ALARM,ROUST/ROUSED,DEEP,SLEEP",1,1,test-malcolm-259pm-54a7942b-7e00-47e3-891e-c2a518ebacfe,64.38.187.243,2025-05-07 21:59:34,1,test-type,prepilot,2025-05-07 21:59:34,6,"{""text"": "" At night and then I have no idea."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 9.059999999999999, ""end"": 10.86, ""text"": "" At night and then I have no idea."", ""tokens"": [50365, 1711, 1818, 293, 550, 286, 362, 572, 1558, 13, 50915], ""temperature"": 0.0, ""avg_logprob"": -0.28469236691792804, ""compression_ratio"": 0.8048780487804879, ""no_speech_prob"": 0.2690986692905426, ""words"": [{""word"": "" At"", ""start"": 9.059999999999999, ""end"": 9.379999999999999, ""probability"": 0.7218765616416931}, {""word"": "" night"", ""start"": 9.379999999999999, ""end"": 9.7, ""probability"": 0.9962930083274841}, {""word"": "" and"", ""start"": 9.7, ""end"": 10.0, ""probability"": 0.4824204742908478}, {""word"": "" then"", ""start"": 10.0, ""end"": 10.14, ""probability"": 0.995398223400116}, {""word"": "" I"", ""start"": 10.14, ""end"": 10.3, ""probability"": 0.9803115129470825}, {""word"": "" have"", ""start"": 10.3, ""end"": 10.44, ""probability"": 0.9768075942993164}, {""word"": "" no"", ""start"": 10.44, ""end"": 10.6, ""probability"": 0.999515175819397}, {""word"": "" idea."", ""start"": 10.6, ""end"": 10.86, ""probability"": 0.9990278482437134}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, false, false, false, false]"," At, night, and, then, I, have, no, idea.","True,False,False,False,False","9.379999999999999,nan,nan,nan,nan","True,True,True,True,True"
7,2,833,sin_2_833_76ac487e-9817-44d1-b693-8a442e80cca4,2025-05-13 17:09:47,833,quick,25,en,1,1,quicksin/List01Sentence01.wav,"WHITESILK/WHITE,WHITESILK/SILK,JACKET,ANY,SHOES",0,2,A2P2,171.66.11.114,2025-05-13 17:09:11,2,test-type,pilot,2025-05-13 17:09:11,7,"{""text"": "" A white silk jacket goes with any shoes."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 9.66, ""end"": 12.96, ""text"": "" A white silk jacket goes with any shoes."", ""tokens"": [50365, 316, 2418, 24395, 11781, 1709, 365, 604, 6654, 13, 51115], ""temperature"": 0.0, ""avg_logprob"": -0.48723649978637695, ""compression_ratio"": 0.8695652173913043, ""no_speech_prob"": 0.020759012550115585, ""words"": [{""word"": "" A"", ""start"": 9.66, ""end"": 10.34, ""probability"": 0.7481416463851929}, {""word"": "" white"", ""start"": 10.34, ""end"": 10.68, ""probability"": 0.9368377327919006}, {""word"": "" silk"", ""start"": 10.68, ""end"": 11.02, ""probability"": 0.6968523263931274}, {""word"": "" jacket"", ""start"": 11.02, ""end"": 11.46, ""probability"": 0.9902143478393555}, {""word"": "" goes"", ""start"": 11.46, ""end"": 11.88, ""probability"": 0.9609971046447754}, {""word"": "" with"", ""start"": 11.88, ""end"": 12.38, ""probability"": 0.9932045936584473}, {""word"": "" any"", ""start"": 12.38, ""end"": 12.66, ""probability"": 0.9900800585746765}, {""word"": "" shoes."", ""start"": 12.66, ""end"": 12.96, ""probability"": 0.9732358455657959}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," A, white, silk, jacket, goes, with, any, shoes.","True,True,True,True,True","10.34,10.68,11.02,12.38,12.66","True,True,True,True,True"
8,2,834,sin_2_834_d849cb48-05e3-4e80-9221-d9313e57274e,2025-05-13 17:10:04,834,quick,20,en,2,1,quicksin/List01Sentence02.wav,"CHILD,CRAWLED,INTO,DENSE,GRASS",0,2,A2P2,171.66.11.114,2025-05-13 17:09:11,2,test-type,pilot,2025-05-13 17:09:11,8,"{""text"": "" The child crawled into the dense grass. The child crawled into the dense grass."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 9.78, ""end"": 12.52, ""text"": "" The child crawled into the dense grass."", ""tokens"": [50365, 440, 1440, 13999, 1493, 666, 264, 18011, 8054, 13, 51115], ""temperature"": 0.0, ""avg_logprob"": -0.41795719586885893, ""compression_ratio"": 0.8478260869565217, ""no_speech_prob"": 0.04730385169386864, ""words"": [{""word"": "" The"", ""start"": 9.78, ""end"": 10.48, ""probability"": 0.910430371761322}, {""word"": "" child"", ""start"": 10.48, ""end"": 10.88, ""probability"": 0.8177835941314697}, {""word"": "" crawled"", ""start"": 10.88, ""end"": 11.42, ""probability"": 0.9986376166343689}, {""word"": "" into"", ""start"": 11.42, ""end"": 11.68, ""probability"": 0.9739253520965576}, {""word"": "" the"", ""start"": 11.68, ""end"": 11.88, ""probability"": 0.9949689507484436}, {""word"": "" dense"", ""start"": 11.88, ""end"": 12.12, ""probability"": 0.9983527660369873}, {""word"": "" grass."", ""start"": 12.12, ""end"": 12.52, ""probability"": 0.9990487694740295}]}, {""id"": 1, ""seek"": 1252, ""start"": 12.52, ""end"": 15.36, ""text"": "" The child crawled into the dense grass."", ""tokens"": [50365, 440, 1440, 13999, 1493, 666, 264, 18011, 8054, 13, 51864], ""temperature"": 0.0, ""avg_logprob"": -0.27416332562764484, ""compression_ratio"": 0.8478260869565217, ""no_speech_prob"": 0.4784608483314514, ""words"": [{""word"": "" The"", ""start"": 12.52, ""end"": 13.18, ""probability"": 0.004249898251146078}, {""word"": "" child"", ""start"": 13.18, ""end"": 15.36, ""probability"": 2.6350915504735895e-05}, {""word"": "" crawled"", ""start"": 15.36, ""end"": 15.36, ""probability"": 0.07060833995092253}, {""word"": "" into"", ""start"": 15.36, ""end"": 15.36, ""probability"": 0.05454579368233681}, {""word"": "" the"", ""start"": 15.36, ""end"": 15.36, ""probability"": 0.6997359991073608}, {""word"": "" dense"", ""start"": 15.36, ""end"": 15.36, ""probability"": 0.00027195620350539684}, {""word"": "" grass."", ""start"": 15.36, ""end"": 15.36, ""probability"": 0.018303006887435913}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," The, child, crawled, into, the, dense, grass.","True,True,True,True,True","10.48,10.88,11.42,11.88,12.12","True,True,True,True,True"
9,2,835,sin_2_835_6fe5ef44-c849-422e-88e3-93344beb602e,2025-05-13 17:10:22,835,quick,15,en,3,1,quicksin/List01Sentence03.wav,"FOOTPRINTS,SHOWED,PATH,TOOK,BEACH",0,2,A2P2,171.66.11.114,2025-05-13 17:09:11,2,test-type,pilot,2025-05-13 17:09:11,9,"{""text"": "" Footprint showed the path that he took up to the beach."", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 10.34, ""end"": 13.24, ""text"": "" Footprint showed the path that he took up to the beach."", ""tokens"": [50365, 20989, 14030, 4712, 264, 3100, 300, 415, 1890, 493, 281, 264, 7534, 13, 51045], ""temperature"": 0.0, ""avg_logprob"": -0.412214457988739, ""compression_ratio"": 0.9821428571428571, ""no_speech_prob"": 0.04946916177868843, ""words"": [{""word"": "" Footprint"", ""start"": 10.34, ""end"": 10.84, ""probability"": 0.8112351298332214}, {""word"": "" showed"", ""start"": 10.84, ""end"": 11.24, ""probability"": 0.644340991973877}, {""word"": "" the"", ""start"": 11.24, ""end"": 11.58, ""probability"": 0.9780830144882202}, {""word"": "" path"", ""start"": 11.58, ""end"": 11.84, ""probability"": 0.9939414262771606}, {""word"": "" that"", ""start"": 11.84, ""end"": 12.08, ""probability"": 0.9091335535049438}, {""word"": "" he"", ""start"": 12.08, ""end"": 12.18, ""probability"": 0.9534440636634827}, {""word"": "" took"", ""start"": 12.18, ""end"": 12.46, ""probability"": 0.9978838562965393}, {""word"": "" up"", ""start"": 12.46, ""end"": 12.7, ""probability"": 0.9677920937538147}, {""word"": "" to"", ""start"": 12.7, ""end"": 12.82, ""probability"": 0.9699665307998657}, {""word"": "" the"", ""start"": 12.82, ""end"": 12.98, ""probability"": 0.9969208240509033}, {""word"": "" beach."", ""start"": 12.98, ""end"": 13.24, ""probability"": 0.9932795166969299}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," Footprint, showed, the, path, that, he, took, up, to, the, beach.","False,True,True,True,True","nan,10.84,11.58,12.18,nan","False,True,True,True,True"
10,2,836,sin_2_836_0c694117-bb63-47d5-949a-df5f5468f015,2025-05-13 17:10:53,836,quick,10,en,4,1,quicksin/List01Sentence04.wav,"VENT/EVENT,NEAR,EDGE,FRESH,AIR",0,2,A2P2,171.66.11.114,2025-05-13 17:09:11,2,test-type,pilot,2025-05-13 17:09:11,10,"{""text"": "" I went near the edge brought in fresh air"", ""segments"": [{""id"": 0, ""seek"": 0, ""start"": 10.119999999999997, ""end"": 13.1, ""text"": "" I went near the edge brought in fresh air"", ""tokens"": [50365, 286, 1437, 2651, 264, 4691, 3038, 294, 4451, 1988, 51117], ""temperature"": 0.0, ""avg_logprob"": -0.26692889134089154, ""compression_ratio"": 0.8367346938775511, ""no_speech_prob"": 0.01875954680144787, ""words"": [{""word"": "" I"", ""start"": 10.119999999999997, ""end"": 10.68, ""probability"": 0.6517384648323059}, {""word"": "" went"", ""start"": 10.68, ""end"": 10.96, ""probability"": 0.9684158563613892}, {""word"": "" near"", ""start"": 10.96, ""end"": 11.36, ""probability"": 0.994627058506012}, {""word"": "" the"", ""start"": 11.36, ""end"": 11.58, ""probability"": 0.9886731505393982}, {""word"": "" edge"", ""start"": 11.58, ""end"": 11.86, ""probability"": 0.9810712933540344}, {""word"": "" brought"", ""start"": 11.86, ""end"": 12.16, ""probability"": 0.8940629363059998}, {""word"": "" in"", ""start"": 12.16, ""end"": 12.4, ""probability"": 0.9547681212425232}, {""word"": "" fresh"", ""start"": 12.4, ""end"": 12.66, ""probability"": 0.9941378831863403}, {""word"": "" air"", ""start"": 12.66, ""end"": 13.1, ""probability"": 0.9947998523712158}]}], ""language"": ""en"", ""model_name"": ""large"", ""model_type"": ""default""}","[true, true, true, true, true]"," I, went, near, the, edge, brought, in, fresh, air","False,True,True,True,True","nan,10.96,11.58,12.4,12.66","False,True,True,True,True"
